ITEM: TIMESTEP
46000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS mm mm mm
-5.0000000000000000e+00 5.0000000000000000e+00
-5.0000000000000000e+00 5.0000000000000000e+00
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id x y z diameter
77 -1.00252 -1.37732 14.2088 1
34 1.85818 -1.49573 14.9325 1
208 0.172071 3.99305 14.625 1
187 2.21869 1.53691 16.1296 1
9 -2.95482 2.35781 16.2639 1
26 1.13027 -3.49571 16.965 1.2
41 -3.35189 0.754009 16.767 1
25 -2.94792 -1.77305 17.2494 1.2
30 2.15475 -1.11131 17.8979 1.2
83 3.83989 0.966418 17.2928 0.8
155 -0.942727 3.58496 17.5493 1.2
37 0.965257 -0.933448 18.5074 1
27 1.17475 -0.0165261 18.5601 0.8
63 -2.63274 -0.527948 19.2022 1
112 1.58491 -2.47854 19.7205 1
31 2.121 -0.334869 19.366 1
106 -0.558806 0.154749 19.7448 0.8
139 -2.50836 2.02345 20.3952 1
185 0.315028 -1.31653 21.0695 1
153 2.33144 0.569823 21.0369 1
46 3.74089 1.21937 21.2392 0.8
44 -1.56748 -0.617522 21.8531 1
78 0.222253 -0.599456 22.7038 1
180 0.251365 0.698263 22.3411 1
57 0.282553 -3.12502 23.2186 0.8
91 0.00750614 -1.84434 23.3143 0.8
184 -2.64701 -0.272241 23.1717 1.2
101 -0.898176 0.364077 23.5075 1.2
17 -2.39324 0.854071 23.0661 1
92 2.6585 1.46153 23.1405 1.2
162 -0.594748 -3.92187 24.8194 1
217 -3.63326 -0.21485 24.7131 1.2
169 1.22059 2.5393 24.8001 1
214 1.23161 3.62511 24.4261 1
159 2.24203 1.79347 25.1417 1
13 0.184387 2.98568 25.9971 1.2
51 1.47401 -2.36244 26.7302 1.2
189 2.80017 -1.60492 26.9895 1.2
202 -0.18294 -2.67879 27.3187 0.8
145 -2.45862 -2.05658 27.1431 0.8
183 0.539069 -3.86076 28.2002 1
131 -0.923608 -3.08685 29.2243 0.8
97 -1.8655 -1.43543 28.6557 1
65 -1.52504 0.70626 28.9293 0.8
163 -2.22798 2.34336 29.0595 1
209 0.996136 -1.93923 29.5816 1
142 2.52 1.71242 29.685 1
175 1.14301 2.51993 29.7224 1.2
147 2.70167 -1.04712 30.6889 0.8
154 0.280341 -0.305785 30.2822 1.2
64 -0.210629 3.9579 30.7771 1
71 -2.45044 -0.592226 31.5049 1.2
69 -0.828903 -3.36507 32.6304 0.8
18 -2.46837 2.02957 32.944 1
220 -2.31967 -2.65403 33.9124 1.2
192 0.997075 -2.15332 33.8091 0.8
225 3.35658 -1.87873 33.6306 1
87 -0.99535 -0.85274 34.2148 1.2
1 0.814414 -0.151219 34.212 1
7 -3.14812 1.47227 34.8584 1
108 2.43858 1.13946 35.4952 1
56 0.563887 -2.74627 35.7775 1
160 -0.327296 3.14211 36.2318 1
19 -2.65759 -2.10081 37.7626 0.8
181 0.918176 -0.215695 37.7277 1
61 -1.72685 0.780802 37.2577 0.8
10 -2.09612 2.56634 37.5201 1
49 0.575631 2.62894 37.8407 1
205 2.71735 -1.51511 39.3079 1
35 -3.41944 1.48712 39.4313 0.8
81 2.80612 2.45396 39.2735 0.8
136 -2.19166 -3.26965 40.3713 1
52 2.52471 0.728009 40.322 1.2
164 -2.50124 1.59302 40.2136 1
62 1.58708 1.99866 40.0233 1.2
110 -0.177584 -0.652566 41.8897 1.2
128 3.00172 1.90334 41.6074 1
152 0.939895 -3.18144 42.2026 1
132 0.871415 -2.12154 42.0646 1
158 1.65557 1.11495 42.5407 1
16 0.695049 1.68525 42.3277 1.2
157 1.37578 2.80552 43.1788 1.2
141 2.48515 -0.0643946 43.8066 1
168 -1.79679 1.36345 44.0348 0.8
172 -0.449081 -3.70496 45.5062 1
80 -2.04361 -2.90403 45.1843 1
104 -2.40004 -1.42927 44.9324 1.2
94 -0.0889848 0.432958 45.3595 0.8
223 2.58284 1.74152 45.1613 1
156 -3.58186 -0.265767 45.7681 0.8
111 -1.80351 0.344789 45.7328 1
15 2.49509 -0.994765 46.6107 1
170 1.8886 -2.31736 47.6851 1.2
89 2.3362 0.432913 47.4566 1
148 -0.237713 -3.24665 48.9885 0.8
212 -2.15849 2.21034 48.9552 0.8
40 -2.31239 -0.384792 49.6312 1
93 0.564029 -0.364049 50.0452 1
29 1.8832 3.01947 49.9115 1
70 -0.320508 -2.77103 51.1835 0.8
24 -2.61217 1.20968 50.8091 1.2
174 1.21672 1.47294 50.7252 1
23 2.43697 -1.82733 51.6912 1
60 -1.0634 -0.5311 51.8702 0.8
211 -2.6308 0.0886021 51.3677 1
85 1.44967 -3.35116 52.0745 1
140 -2.14393 -1.11037 52.458 1
109 -0.177117 -0.79821 52.1536 1
146 -1.72045 -3.58001 54.0187 1
39 1.32799 -0.495771 53.781 1
48 3.51187 -0.0655197 53.6138 1.2
144 0.495106 1.23895 53.6463 1
125 -0.496245 3.61713 53.8583 1
198 2.47616 0.832207 54.6513 0.8
197 0.322875 2.55497 54.5081 1.2
124 0.998952 -2.61367 54.9571 1.2
127 0.671535 -1.50539 55.3027 0.8
100 -1.11996 0.803082 55.093 1
186 -1.33677 -3.03254 55.8955 0.8
151 -0.594571 -0.9471 55.858 1.2
67 1.71496 -0.62113 56.2313 1
105 -0.804778 2.10015 55.6527 1
134 -2.76697 -0.452591 56.4619 1
191 -1.49749 -0.314786 57.1537 1
12 1.47727 -3.56765 57.7534 0.8
118 -2.427 1.37819 57.955 1
182 -0.116887 3.47272 57.9163 0.8
204 -1.8189 -2.26719 58.9552 1
20 -1.65985 -1.1054 58.9954 1
200 0.986233 -0.381935 58.6646 1
138 2.43619 1.05017 58.4777 1
54 0.272176 -1.53291 59.3081 1.2
33 0.175658 0.282265 59.5902 1
74 1.13605 -2.39069 60.3512 1
38 -3.13058 0.28039 59.8835 1
84 -2.69447 1.95952 60.1914 1
90 -2.2541 3.27059 60.1959 1
58 -0.0387351 -3.02084 60.9071 0.8
36 2.10099 -0.584994 61.9832 0.8
99 2.33006 1.28443 61.4788 1
79 -3.08829 -0.913351 62.1197 1
165 -0.659047 3.39916 62.0289 1.2
199 -0.963499 -1.52526 62.9153 1
32 -2.18713 0.972715 63.2831 1.2
107 1.47427 2.04011 63.3227 0.8
47 -1.98547 -1.7415 63.5703 1
116 -0.533012 1.6606 63.7088 0.8
193 2.90555 1.63437 64.0851 0.8
96 -0.0715418 -2.40252 64.5967 0.8
120 0.511185 -0.516335 64.6257 1
176 0.22327 0.493272 64.3718 1
210 3.72036 0.121568 64.3779 1
190 -1.44865 -3.50678 64.8558 1.2
161 0.888291 1.50245 65.1089 1
82 2.43604 -1.51212 65.6219 1
86 -1.19556 2.27324 66.5052 1
177 2.36586 2.99749 66.3931 0.8
167 -1.98551 -2.51606 67.6801 0.8
150 1.66417 1.77449 67.4253 1
66 3.38898 -1.47974 68.2268 1
43 -0.544593 -0.971939 68.2151 1
221 1.64598 0.0608578 67.929 0.8
122 -3.63462 0.923449 67.7895 1
53 0.0426926 -2.46485 68.7529 1
222 2.74966 -2.54822 68.9162 1.2
73 -1.18929 3.59181 68.8293 1.2
126 -0.418611 -3.60208 69.3482 1.2
218 2.73977 -0.63605 69.291 0.8
171 -1.95674 1.00561 69.7908 1
28 0.218524 0.727355 69.7153 1
195 3.39869 1.71333 69.1686 1
14 1.89842 2.69444 69.2335 1
102 1.38449 -2.80787 70.474 1
11 0.142304 -0.295521 70.2687 1
137 0.527028 1.76104 69.9491 1
113 -2.64778 2.69466 70.2721 1
117 0.630923 3.91894 70.4661 0.8
143 -2.20499 -3.29076 71.1322 1.2
206 -0.523681 -1.51342 71.6464 0.8
