ITEM: TIMESTEP
46000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS mm mm mm
-5.0000000000000000e+00 5.0000000000000000e+00
-5.0000000000000000e+00 5.0000000000000000e+00
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id x y z diameter
22 -1.76934 -1.30251 71.3794 1
130 -2.87357 -0.139987 71.8215 0.8
133 3.76127 -0.305722 71.323 1
203 -0.435386 2.45948 71.4955 0.8
98 2.85505 0.847715 72.2374 1
6 -3.15668 1.73987 72.2785 1
129 1.87107 -0.843984 73.2091 1.2
21 -3.69796 0.409378 73.0727 1.2
5 -1.01381 0.963076 73.3507 1.2
123 -3.12121 -2.23609 73.8134 1
95 3.15856 -2.15452 73.6212 1
8 0.717753 -0.726284 73.7957 1
215 2.38918 2.87438 73.6899 1
119 -0.857048 3.5877 73.7321 1
59 1.79048 -3.42427 74.382 1.2
173 0.450871 1.78095 74.7926 1
219 -3.739 -1.41614 75.1764 1
103 0.181393 0.677526 75.0599 1
76 3.30351 2.13412 75.3851 1.2
194 0.516728 -3.35305 75.9493 1
45 -1.43275 -0.220365 75.6916 1
55 3.24863 -0.275873 75.6835 1
201 1.368 0.0245149 76.1344 1
114 -2.07609 3.21185 75.8131 1.2
207 -2.54033 0.655916 76.6368 1
50 3.72899 1.12165 76.9088 1
42 -2.2699 1.8096 76.5617 1.2
179 1.17888 -2.56032 77.4236 0.8
135 -0.766929 -1.77519 77.5478 1
188 1.287 -1.44862 77.1914 0.8
224 2.76797 1.27572 77.0699 0.8
88 -0.834264 2.5332 77.5833 1.2
75 -0.701319 -3.06662 77.8507 1
166 2.19894 -2.43764 77.9719 1
121 2.62501 -1.51093 77.9308 1
115 -3.12921 -0.659682 77.8625 1
178 -0.349872 -0.301877 77.971 1
213 -0.0126341 3.65824 77.7881 1
68 -1.73185 -3.17579 78.5888 1
3 0.486342 -2.05602 78.9053 0.8
196 3.63508 -1.28103 78.4637 1
216 -3.5037 1.32845 78.5409 1
72 1.68174 1.00186 78.7103 1
4 1.68087 2.4425 78.7456 1
149 1.27491 3.49273 78.5429 1
2 -1.76222 -1.70689 79.244 1
